name,macro_gdp_pc_pp,macro_pop,macro_urbanization_rate,macro_prepare_scaleup,macro_borrow_abi,macro_avg_prod_k,macro_T_rebuild_K,macro_pi,macro_income_elast,macro_rho,macro_shareable,macro_max_increased_spending,macro_fa_glofris,macro_protection,macro_tau_tax,n_cat_info__nonpoor,n_cat_info__poor,c_cat_info__nonpoor,c_cat_info__poor,axfin_cat_info__nonpoor,axfin_cat_info__poor,gamma_SP_cat_info__nonpoor,gamma_SP_cat_info__poor,k_cat_info__nonpoor,k_cat_info__poor,fa_cat_info__nonpoor,fa_cat_info__poor,v_cat_info__nonpoor,v_cat_info__poor,shew_cat_info__nonpoor,shew_cat_info__poor,shew_for_hazard_ratio,hazard_ratio_fa__earthquake,hazard_ratio_fa__flood,hazard_ratio_fa__surge,hazard_ratio_fa__tsunami,hazard_ratio_fa__wind,hazard_ratio_flood_poor,ratio_surge_flood,risk,resilience,risk_to_assets,id
Georgia,6930.2913801529,4487200,0.53641,0.6666666667,0.6166666667,0.3632651483,3,0.2,1.5,0.06,0.8,0.05,0.0837157021,1,0.5660634998,0.8,0.2,8205.464994101,1829.5969243604,0.01637902,0.001567924,1.1353639604,0.4585441584,23798.4765118793,194.9774215777,0.0682970025,0.0690760276,0.201292325,0.539077,0.48,0.48,0.6,0.0141603485,0.0033827108,0,0,0,0.0035623026,0,0.0139472612,0.6832217571,0.0095290723,GEO
Germany,42883.6868079517,80651873,0.75301,0.8,0.9166666667,0.2730174464,3,0.2,1.5,0.06,0.8,0.05,0.0720767913,1,0.4049132369,0.8,0.2,49160.7864644656,17775.288181896,0.5140285,0.5698233,1.0852424706,0.6590301178,186598.282130879,38972.1910545053,0.0110368948,0.0117860094,0.2407266938,0.3,0.64,0.64,0.8,0.0006329725,0.0005553654,0,0,0,0.0006141509,0,0.0012689073,0.775452823,0.0009839778,DEU
Ghana,3864.0307887795,25904598,0.54042,0.8,0.5416666667,0.4079350166,3,0.2,1.5,0.06,0.8,0.05,0.0259363117,1,0.1209757369,0.8,0.2,4576.9444693093,1012.3760666602,0.2401777,0.04551203,1.1320659882,0.4717360471,11288.1415560694,2208.2955768091,0.004242941,0.0050811137,0.69739886,0.7,0.64,0.64,0.8,0,0.0012319848,0,0,0,0.0014753575,0,0.0029303283,0.6094389053,0.0017858561,GHA
Greece,24305.0596068933,11027549,0.78007,0.8,0.4666666667,0.2367917503,3,0.2,1.5,0.06,0.8,0.05,0.0175975762,1,0.4893031457,0.8,0.2,28421.7290778108,7838.3817232231,0.2479624,0.1293717,1.1866287801,0.2534848797,118331.580975921,39889.6047429778,0.0689567359,0.0691009673,0.1418159875,0.44601326,0.8,0.8,1,0.0267910725,0.0002176245,0,0,0,0.00024066,0,0.0309162241,0.609543196,0.018844774,GRC
Guatemala,7062.5306748217,15468203,0.51571,0.4666666667,0.5833333333,0.6475627728,3,0.2,1.5,0.06,0.8,0.05,0.0323253317,1,0.1091511242,0.8,0.2,8486.5134221326,1366.599685578,0.1347752,0.05336335,1.1528286872,0.3886852513,13170.520237482,1849.5488122223,0.0656119428,0.071707428,0.1,0.583710645,0.32,0.32,0.4,0.0341800712,0.002453485,0,0,0,0.0041693698,0,0.0268685081,0.2455750229,0.0065982345,GTM
Guinea,1212.888132833,11745189,0.37161,0.6,0.3333333333,0.3510694893,3,0.2,1.5,0.06,0.8,0.05,0.0216095512,1,0.0731653252,0.8,0.2,1401.6438485052,457.8652701445,0.02541692,0.01277901,1.2251665225,0.0993339101,3973.5309399197,1380.0651097086,0.008006103,0.0099804264,0.685,0.7,0.48,0.48,0.6,4.79917165951617E-005,0.0024702451,0,0,0,0.0031354398,0,0.0070117995,0.6326449403,0.0044359795,GIN
Honduras,4445.2710541232,8097688,0.5473,0.3333333333,0.5666666667,0.3635926941,3,0.2,1.5,0.06,0.8,0.05,0.0432505266,1,0.1379871036,0.8,0.2,5411.5618495132,580.1078725631,0.118058,0.0431121,1.1890058359,0.2439766563,14939.1031021495,1373.4057395415,0.0573317753,0.0590768605,0.391375829,0.7,0.32,0.32,0.4,0.0217026216,0.0032570429,0.0001040738,0,0.0006739326,0.0038024853,0.0319534529,0.0599602891,0.4647068876,0.0278639593,HND
Hungary,22706.6118964343,9893899,0.71227,0.8666666667,0.6666666667,0.2212694117,3,0.2,1.5,0.06,0.8,0.05,0.0987780461,1,0.5576027275,0.8,0.2,26041.6455187231,9366.4774072792,0.2239262,0.0918939,1.0812699419,0.6749202325,126177.591049151,8388.3899845493,0.0353653518,0.0436406387,0.435105,0.7,0.8,0.8,1,0.0004793211,0.0051978295,0,0,0,0.006502361,0,0.0115503085,0.8020656288,0.0092641055,HUN
India,5243.9570597126,1252139596,0.32747,0.8666666667,0.775,0.4525301642,3,0.2,1.5,0.06,0.8,0.05,0.0847957279,1,0.1192059862,0.8,0.2,5995.1539085164,2239.1696644973,0.1227241,0.106086,1.0696173976,0.7215304097,13363.5554288141,4486.1928046386,0.0053652124,0.005733797,0.5223154488,0.7,0.64,0.64,0.8,0.000144003,0.0019697776,0.0002298049,0,0.0003742175,0.0021674168,0.1166654095,0.0043973967,0.6262604145,0.0027539155,IND
Indonesia,9254.4221797039,249865631,0.53742,0.6666666667,0.6083333333,0.3099768187,3,0.2,1.5,0.06,0.8,0.05,0.0644947034,1,0.1257301264,0.8,0.2,10685.3872092406,3530.5620615571,0.2072208,0.07181267,1.0743076323,0.7027694709,34816.4133033924,10010.3832896211,0.02296888,0.0225953376,0.19760155,0.3,0.64,0.64,0.8,0.0019212487,0.0036162625,6.56059279906211E-005,8.28918414820784E-005,0,0.0034981198,0.0181419152,0.0048643273,0.6880172964,0.0033467413,IDN
"Iran, Islamic Rep.",15090.0472200748,77447168,0.73375,0.6,0.4166666667,0.3179951775,3,0.2,1.5,0.06,0.8,0.05,0.0436843375,1,0.1383892902,0.8,0.2,17649.69647978,4851.4501812541,0.2492838,0.1211886,1.0907383922,0.6370464313,56104.2952606946,12851.3105692159,0.0158213777,0.0162635567,0.2729838587,0.7,0.32,0.32,0.4,0.006746417,0.0007808565,0,0,0,0.0008635101,0,0.0126063322,0.5521182806,0.0069601865,IRN
Iraq,14471.473317625,33417476,0.69471,0.2,0.25,0.5840924715,3,0.2,1.5,0.06,0.8,0.05,0.2408688879,1,0.0934952131,0.8,0.2,16497.4795820925,6367.448259755,0.07414198,0.0292944,1.0958151495,0.6167394018,28357.5443376931,10449.8076255587,0.0181430269,0.0217241804,0.6,0.7,0.48,0.48,0.6,0.0019764213,0.0033148732,0,0,0,0.0044065623,0,0.0092004557,0.564599592,0.0051945735,IRQ
Ireland,44647.2359111421,4597558,0.63241,0,0.35,0.3112505493,3,0.2,1.5,0.06,0.8,0.05,0.0355579209,1,0.5064689547,0.8,0.2,51556.3956683913,17010.5968821451,0.5241702,0.4951397,1.1019988201,0.5920047195,173407.987725256,23591.4566593676,0.0098088043,0.0107879488,0.2663043625,0.3,0,0,0,0.000060744,0.0007937374,0,0,0,0.0008777544,0,0.0009887465,0.7451821715,0.0007367963,IRL
Israel,30926.8490945208,8059500,0.9214,0,0.4,0.3584782814,3,0.2,1.5,0.06,0.8,0.05,0.0088073885,1,0.1781559119,0.8,0.2,36876.4016890792,7128.6387162871,0.290902,0.1858163,1.096011255,0.6159549802,104671.453587623,12677.1259237793,0.0067815811,0.0067885674,0.55,0.7,0,0,0,0.0008019176,6.42534915257629E-006,0,0,0,7.10547217401602E-006,0,0.0020220685,0.6182729378,0.0012501902,ISR
Italy,33923.5598171182,60233948,0.68964,0.8666666667,0.7166666667,0.2046119687,3,0.2,1.5,0.06,0.8,0.05,0.0476646851,1,0.4149386125,0.8,0.2,39830.4996702739,10295.8004044954,0.1787756,0.1188806,1.1709386677,0.3162453292,195038.252133326,48819.9990008755,0.0154117436,0.0156738576,0.2395,0.57,0.8,0.8,1,0.0043758718,0.0002313701,0,0,0,0.0002558606,0,0.0086051376,0.6711955686,0.0057757302,ITA
Jamaica,8607.4985627662,2714734,0.54788,0.6,0.4083333333,0.3810091135,3,0.2,1.5,0.06,0.8,0.05,0.000596341,1,0.1538026354,0.8,0.2,10183.7467370727,2302.50586554,0.3105106,0.2945098,1.1341149202,0.463540319,26929.5969477712,5238.209025114,0.1221782796,0.1236816005,0.391375829,0.7,0.64,0.64,0.8,0.0016902272,0.000332056,0.0032397525,0,0.0106610863,0.0003672041,9.7566462168,0.0256460124,0.5676042982,0.0145567869,JAM
Japan,35614.3100226829,127338621,0.93498,0.8,0.8166666667,0.2104425336,3,0.2,1.5,0.06,0.8,0.05,0.0732031927,1,0.210968481,0.8,0.2,41236.919217514,13123.8732433586,0.5513969,0.4561238,0.998137098,1.0074516081,203181.416702392,33450.9454221534,0.0280268848,0.0287223821,0.20493825,0.3,0.64,0.64,0.8,0.0038290183,0.0002867945,0.0020965358,0.0003602404,0.0005448793,0.0003171517,7.3102371318,0.0084412395,0.7757820344,0.0065485619,JPN
Jordan,11404.7388595369,6460000,0.83679,0.4666666667,0.425,0.1757227222,3,0.2,1.5,0.06,0.8,0.05,0.0039880625,1,0.2062520704,0.8,0.2,13082.6610642463,4693.0500406994,0.1260008,0.01290732,1.126530664,0.4938773438,74797.9069990551,25317.8809440477,0.0073363071,0.0073679347,0.55,0.7,0.48,0.48,0.6,0.0006770185,1.24278485112523E-005,0,0,0,1.5428765013539E-005,0,0.0030011743,0.7330094451,0.0021998891,JOR
Kazakhstan,22469.6790194365,17035275,0.53247,0.6,0.775,0.3305707554,3,0.2,1.5,0.06,0.8,0.05,0.0531695219,1,0.2575849914,0.8,0.2,25432.8679401247,10616.9233366837,0.07945224,0.0495838,1.0167679087,0.9329283653,79650.8463642848,21258.4845872037,0.0285274632,0.031034495,0.1259775921,0.4342145962,0.64,0.64,0.8,0.0034004742,0.0030404564,0,0,0,0.0037808057,0,0.0042681523,0.6249957725,0.0026675771,KAZ
Kenya,2705.3232181398,44353691,0.25622,0.8,0.5083333333,0.4629602732,3,0.2,1.5,0.06,0.8,0.05,0.0188168284,1,0.0710133313,0.8,0.2,3217.9819679773,654.6882187898,0.3215924,0.1005334,1.2032546169,0.1869815322,6944.7373910879,1438.7109459407,0.0058786753,0.0096246625,0.6,0.7,0.32,0.32,0.4,0.0002112399,0.0015175829,0,0,0,0.0029766867,0,0.004732272,0.4649487992,0.0022002642,KEN
Kyrgyz Republic,3109.8128288413,5719600,0.35707,0.6,0.4833333333,0.5202256666,3,0.2,1.5,0.06,0.8,0.05,0.0522631315,1,0.4821306047,0.8,0.2,3588.7240044829,1194.1681262751,0.01364074,0.001899116,1.1062859262,0.5748562951,7163.9407142713,1233.3124832444,0.0785659836,0.0787580142,0.15736634,0.6695666403,0.64,0.64,0.8,0.0172335875,0.0082709607,0,0,0,0.0083208149,0,0.0150538287,0.5513110191,0.0082993416,KGZ
Lao PDR,4667.3400588651,6769727,0.38614,0.4,0.1666666667,0.2472988861,3,0.2,1.5,0.06,0.8,0.05,0.1858338961,1,0.1261460292,0.8,0.2,5389.6109329745,1778.2565624276,0.2385275,0.1325088,1.2218474588,0.112610165,21611.1101198605,7921.9380551207,0.0664927667,0.056787581,0.3,0.4,0.48,0.48,0.6,0.0007457649,0.0317891075,0,0,5.18921888264496E-005,0.0267335625,0,0.0479775237,0.7351035488,0.0352684479,LAO
Latvia,21832.5707415661,2012647,0.67382,0,0.35,0.2393699081,3,0.2,1.5,0.06,0.8,0.05,0.0581330499,1,0.2543790224,0.8,0.2,25587.7729091155,6811.7620713686,0.1686562,0.08001867,1.0610192989,0.7559228044,110349.757022579,14643.4819442806,0.0570266796,0.0460881341,0.1259775921,0.4342145962,0,0,0,0,0.0115715102,0,0,0,0.0093519265,0,0.0098768762,0.6519394555,0.0064391253,LVA
Lesotho,2493.6137341397,2074465,0.27312,0.4,0.1666666667,0.1992120957,3,0.2,1.5,0.06,0.8,0.05,0.0229051235,1,0.0818370198,0.8,0.2,3028.4938801127,354.0931502478,0.1136827,0.02873374,1.223286723,0.1068531081,15192.556167418,1816.6811580263,0.0136781144,0.0129737756,0.641600854,0.7,0.32,0.32,0.4,0.0013666948,0.0017658117,0,0,0,0.0015295109,0,0.0160131943,0.6018254647,0.0096371481,LSO
Liberia,849.8309242361,4294077,0.49701,0,0,0.4725120713,3,0.2,1.5,0.06,0.8,0.05,0.0637109683,1,0.1205340924,0.8,0.2,993.8772658941,273.645557604,0.2007491,0.0449625,1.2199209277,0.1203162892,2090.9616369658,628.8435430599,0.0096697377,0.0097045826,0.6734349004,0.7,0,0,0,8.52471675077757E-005,0.0021139505,0,0,0,0.0021225965,0,0.005212689,0.6031221081,0.003143888,LBR
Lithuania,24469.6225008436,2957689,0.66508,0,0.35,0.3129644245,3,0.2,1.5,0.06,0.8,0.05,0.0802232839,1,0.3495872976,0.8,0.2,28436.7600487929,8601.0723090465,0.2553146,0.1316597,1.0461665817,0.8153336733,95735.6497806029,7990.3725780107,0.0205134223,0.0226847674,0.2625238,0.473492,0,0,0,0,0.0032645592,0,0,0,0.0036101127,0,0.0039615224,0.7053029275,0.0027940733,LTU
"Macedonia, FYR",11608.9689707937,2107158,0.57104,0.6666666667,0.3333333333,0.2639321666,3,0.2,1.5,0.06,0.8,0.05,0.1206012645,1,0.2662545975,0.8,0.2,13726.1546868422,3140.2261065997,0.1010828,0.04312311,1.100765589,0.5969376439,53308.9196138189,6687.666263968,0.0245613921,0.0251837976,0.1678688,0.4472128,0.48,0.48,0.6,0.0043493207,0.0007898736,0,0,0,0.0008734817,0,0.0054504348,0.6191323237,0.0033745404,MKD
Madagascar,1368.6324120759,22924851,0.35105,0.6,0.25,0.2940729838,3,0.2,1.5,0.06,0.8,0.05,0.0506364796,1,0.1034746911,0.8,0.2,1599.5891316137,444.8055339247,0.01990471,0.00467687,1.190678767,0.237284932,5427.6498056789,1559.6854901494,0.0413067254,0.0372115376,0.4424472127,0.7,0.32,0.32,0.4,5.37571208403433E-005,0.0055348332,0.0011258595,0,0.0180345872,0.0044704422,0.2034134448,0.0568497226,0.6229147839,0.0354125327,MDG
Malawi,754.981975268,16362567,0.16272,0.8,0.3333333333,0.2530765692,3,0.2,1.5,0.06,0.8,0.05,0.0228307784,1,0.0392103775,0.8,0.2,892.6718130075,204.22262431,0.1041777,0.05031624,1.1949966322,0.2200134712,3525.7429303212,813.1063968242,0.0274077947,0.0275972591,0.4424472127,0.7,0.64,0.64,0.8,0.0009787793,0.0054847044,0,0,0,0.0055445882,0,0.0169178138,0.5960113688,0.0100832094,MWI
Malaysia,22589.3714474966,29716965,0.74705,0.8,0.7666666667,0.2505940746,3,0.2,1.5,0.06,0.8,0.05,0.1081206348,1,0.0617900961,0.8,0.2,26954.7674797253,5127.7873185817,0.4278625,0.2476379,1.1148598528,0.5405605889,108028.853440207,18600.9786169693,0.0202097724,0.0223488681,0.2229746345,0.3948696496,0.8,0.8,1,3.88177490416431E-005,0.0041511371,0,0,0,0.0045905348,0,0.0052872062,0.5877209974,0.0031074021,MYS
Mali,1589.1673480781,15301650,0.39916,0.6,0.3333333333,0.643844866,3,0.2,1.5,0.06,0.8,0.05,0.0911249703,1,0.0507364086,0.8,0.2,1828.1383880454,633.2831882091,0.05730599,0.02604872,1.2016336739,0.1934653042,2832.6459838374,1010.6447681772,0.048808934,0.027128428,0.1,0.6492646,0.48,0.48,0.6,0,0.0154214174,0,0,0,0.0085713573,0,0.0063786429,0.4010358392,0.0025580644,MLI
Mauritania,2945.2295694967,3889880,0.59859,0.6666666667,0.3333333333,0.2381059709,3,0.2,1.5,0.06,0.8,0.05,0.0693921652,1,0.0865257797,0.8,0.2,3459.9084367663,886.5141004185,0.08601068,0.03011628,1.1897563987,0.240974405,14513.3781585624,3793.5204091404,0.0439998865,0.0484743555,0.1,0.58644415,0.48,0.48,0.6,0.0001419783,0.0109900789,0,0,0,0.0121533784,0,0.0154150187,0.3571665661,0.0055057293,MRT
Mexico,16290.8128214269,122332399,0.79246,0.5333333333,0.7666666667,0.368263045,3,0.2,1.5,0.06,0.8,0.05,0.0611030386,1,0.2683406526,0.8,0.2,19373.8491478819,3958.6675156067,0.09345214,0.02801249,1.1291018296,0.4835926816,53584.5780977245,6846.1513183833,0.0065449831,0.0062721628,0.3221211,0.7,0.64,0.64,0.8,0.0008814155,0.000379616,6.90558207494066E-005,0,0.0003988671,0.0003244956,0.1819096542,0.0024757938,0.5820733601,0.0014410936,MEX
Moldova,4521.0848447881,3558566,0.44995,0.6,0.375,0.2567047738,3,0.2,1.5,0.06,0.8,0.05,0.0628217564,1,0.3484590959,0.8,0.2,5171.555926832,1919.2005166126,0.05443321,0.007158123,1.108114416,0.5675423361,20482.7679719507,6128.9353067416,0.0295919548,0.0231268145,0.4153083161,0.7,0.48,0.48,0.6,0.0001907267,0.0059956812,0,0,0,0.0045791041,0,0.0120568337,0.7489548995,0.0090300247,MDA
Mongolia,9132.3057037913,2839073,0.7204,0.5333333333,0.5666666667,0.2076748793,3,0.2,1.5,0.06,0.8,0.05,0.0471083002,1,0.196382544,0.8,0.2,10604.8899985277,3241.9685248459,0.3040792,0.1190915,1.103344674,0.5866213041,51687.1217268112,13121.7674234754,0.0314805566,0.0344275796,0.1259775921,0.4342145962,0.48,0.48,0.6,0.0007079573,0.0056186494,0,0,0,0.0062133833,0,0.0069403019,0.5755893475,0.0039947638,MNG
Montenegro,14151.5411049103,621383,0.64026,0,0.175,0.3648966624,3,0.2,1.5,0.06,0.8,0.05,0.1063076848,1,0.2800007604,0.8,0.2,16230.048704694,5837.5107057755,0.04095249,0.02271427,1.0273719661,0.8905121354,46280.8328641234,8788.2956348458,0.009614833,0.0111357208,0.4409824762,0.7,0,0,0,0.0012403753,0.0006201236,0,0,0,0.0008758152,0,0.003510116,0.6639442866,0.0023305215,MNE
Morocco,6967.2592458786,33008150,0.60195,0.8666666667,0.75,0.2692569672,3,0.2,1.5,0.06,0.8,0.05,0.0562499279,1,0.1347079963,0.8,0.2,8141.2424288091,2271.3265141564,0.1725484,0.05141593,1.088873033,0.6445078681,30556.7224770624,7152.4780212777,0.0143666462,0.0163857052,0.2106528125,0.7,0.64,0.64,0.8,0.0017298346,0.001826995,0,0,0,0.0023986926,0,0.0057148523,0.5163726509,0.0029509934,MAR
Nepal,2172.7903916176,27797457,0.18615,0.6,0.3333333333,0.2701993003,3,0.2,1.5,0.06,0.8,0.05,0.0583797399,1,0.3454389443,0.8,0.2,2491.3757827886,898.4488269339,0.1267821,0.05736111,1.1914285078,0.2342859688,9030.3745454294,4085.682026297,0.0277258785,0.0323869118,0.398765875,0.7,0.32,0.32,0.4,0.0012894953,0.0054027148,0,0,0,0.0072541645,0,0.0163749654,0.6348848229,0.010396217,NPL
Netherlands,45021.1574077338,16804432,0.90496,0.8,0.9166666667,0.2525198949,3,0.2,1.5,0.06,0.8,0.05,0.3230109125,1,0.3404212262,0.8,0.2,51549.2252318552,18908.8861112482,0.6205978,0.5146725,1.114950228,0.5401990882,206904.371646567,63820.3431581895,0.0137944958,0.0149308389,0.2597572,0.3,0.8,0.8,1,0.0002649652,0.0007545008,0,0,0,0.0008343647,0,0.0011614847,0.7824495866,0.0009088032,NLD
Niger,886.8096112893,17831270,0.18732,0.6666666667,0.3333333333,0.2335923169,3,0.2,1.5,0.06,0.8,0.05,0.0402116515,1,0.0617122063,0.8,0.2,1009.1893376473,397.2907058576,0.0181079,0.002041873,1.1425283163,0.429886735,4319.1712411881,1705.3094609987,0.0320234551,0.0177989135,0.10399855,0.7,0.48,0.48,0.6,0,0.0117439611,0,0,0,0.0065273953,0,0.0106956815,0.5361222277,0.0057341926,NER
Nigeria,5422.6933427295,173615345,0.47776,0.8,0.5916666667,0.8736444729,3,0.2,1.5,0.06,0.8,0.05,0.0376700887,1,0.007621301,0.8,0.2,6413.0127144455,1461.4158558656,0.3368574,0.08466024,1.2118229759,0.1527080963,7339.1373178281,1678.3482793304,0.0062844029,0.0060608497,0.6734349004,0.7,0.64,0.64,0.8,5.16592315065138E-005,0.0017488694,0,0,0,0.0016799697,0,0.002427159,0.482954566,0.0011722075,NGA
Pakistan,4454.0748287843,182142594,0.38758,0.7333333333,0.5416666667,0.3767173581,3,0.2,1.5,0.06,0.8,0.05,0.0785892132,1,0.130726213,0.8,0.2,5033.6613158799,2135.7288804021,0.01669716,0.01097432,1.1892265244,0.2430939022,13256.8179409257,6089.6594402963,0.0140656941,0.0149507318,0.52089405,0.7,0.48,0.48,0.6,0.0010064877,0.0034620497,6.5575299216817E-005,0,2.77473181992467E-005,0.0038285076,0.0189411777,0.0091900835,0.6510557667,0.0059832568,PAK
Panama,18793.3933318045,3864170,0.66592,0.6666666667,0.7166666667,0.5402427161,3,0.2,1.5,0.06,0.8,0.05,0.0185889933,1,0.1939619351,0.8,0.2,22740.0059314834,3006.9429330887,0.1344137,0.1099336,1.2217305031,0.1130779876,41994.0067180861,5958.6951791605,0.0065229348,0.008513782,0.6764212742,0.7,0.48,0.48,0.6,0.0016030079,0.0001349855,0,8.76413621024846E-006,0,0.0007539526,0,0.0044486351,0.4927864987,0.0021922273,PAN
Paraguay,7833.0740015676,6802295,0.59666,0.8,0.6666666667,0.3682732131,3,0.2,1.5,0.06,0.8,0.05,0.0275042586,1,0.1843274978,0.8,0.2,9393.8139963799,1590.1140223182,0.1477873,0.02127697,1.1887288822,0.2450844713,25558.3014661411,4115.473914187,0.0125732859,0.0139041679,0.371986975,0.7,0.64,0.64,0.8,0,0.002170657,0,0,0,0.002400421,0,0.0037612484,0.5101448829,0.0019187816,PRY
Peru,11396.4930206131,30375603,0.78609,0.6,0.7666666667,0.2701986754,3,0.2,1.5,0.06,0.8,0.05,0.0688875034,1,0.1452735086,0.8,0.2,13644.451268929,2404.6600273494,0.1296312,0.01947264,1.185333009,0.2586679641,50583.2773173411,8557.8768772578,0.0802399985,0.0775015543,0.143717125,0.5818235,0.48,0.48,0.6,0.0326758296,0.0027813547,0,6.16195786015732E-005,0,0.0022879701,0,0.052422775,0.4003493558,0.0209874242,PER
Philippines,6326.216423894,98393574,0.44373,0.7333333333,0.6333333333,0.2736571883,3,0.2,1.5,0.06,0.8,0.05,0.0539368864,1,0.2259353936,0.8,0.2,7442.0028456583,1863.0707368368,0.2218852,0.0353108,1.18867983,0.2452806801,27111.5914400065,7140.1544342608,0.0939436825,0.0934717237,0.2229746345,0.3,0.48,0.48,0.6,0.005453712,0.0039392527,0.0197593909,0.0002374651,0.0315651818,0.0038844462,5.0160252615,0.0652865933,0.6917741357,0.0451635767,PHL
Poland,22835.2204608088,38514479,0.60539,0.6,0.7916666667,0.413202632,3,0.2,1.5,0.06,0.8,0.05,0.0578244456,1,0.4966192309,0.8,0.2,26291.9019580637,9008.4944717891,0.2018166,0.1469539,1.1320434276,0.4718262895,64683.5500586147,17585.6812522075,0.0207966782,0.0197533551,0.1259775921,0.4342145962,0.8,0.8,1,0.0007779936,0.0020954893,0,0,0,0.0019609366,0,0.0014153927,0.6059230642,0.0008576191,POL
Romania,18184.1097333037,19981358,0.54564,0.6,0.6916666667,0.2677480378,3,0.2,1.5,0.06,0.8,0.05,0.0736838075,1,0.4233798007,0.8,0.2,20704.8819450829,8101.0208861868,0.1082912,0.05476748,1.1018483991,0.5926064035,79163.632591697,22920.5022135393,0.0155325212,0.0165175944,0.3258363,0.7,0.64,0.64,0.8,0.0012808124,0.0021910768,0,0,0,0.0024751173,0,0.0057927022,0.7138309554,0.0041350101,ROU
Russian Federation,23564.2077363646,143499861,0.74008,0,0.25,0.3491630039,3,0.2,1.5,0.06,0.8,0.05,0.0425464211,1,0.2618132363,0.8,0.2,27552.4498957443,7611.2390988458,0.1361298,0.06942263,1.0794123785,0.6823504859,81060.3374801952,13197.145442787,0.0162177675,0.0166420166,0.1439178964,0.6020671383,0,0,0,0.0002705137,0.0037551563,0,0,0,0.0038581211,0,0.0035727811,0.5241938259,0.0018728298,RUS
Rwanda,1426.3662876262,11776522,0.28811,0.8,0.4833333333,0.7125778172,3,0.2,1.5,0.06,0.8,0.05,0.0391139166,1,0.023583535,0.8,0.2,1690.9572339809,368.0025022076,0.1783742,0.1784206,1.1484810368,0.406075853,2374.8039052744,509.2792625291,0.0224288872,0.0149573478,0.6825,0.7,0.64,0.64,0.8,0.0014058986,0.0029364268,0,0,0,0.0007166744,0,0.0060371841,0.5997289997,0.0036206744,RWA
Senegal,2170.0772069902,14133280,0.43721,0.6666666667,0.5083333333,0.226210112,3,0.2,1.5,0.06,0.8,0.05,0.0292921691,1,0.2114330471,0.8,0.2,2548.75567961,655.363316511,0.04644672,0.02342184,1.2094070768,0.1623716929,11177.4184066393,3256.2901326845,0.0029881798,0.0022247792,0.685,0.7,0.48,0.48,0.6,3.25952964767219E-005,0.000617686,0,0,0,0.0004360137,0,0.0022416456,0.7644870736,0.0017137091,SEN
Serbia,12892.4963006621,7164132,0.55553,0.6,0.5083333333,0.2201204534,3,0.2,1.5,0.06,0.8,0.05,0.1095561563,1,0.296922932,0.8,0.2,14766.7429503709,5395.5097018271,0.04309804,0.01452239,1.1218348526,0.5126605897,67667.1018275178,22182.5318751386,0.0333693846,0.0362070188,0.4413487216,0.7,0.32,0.32,0.4,0.0012574545,0.0057631968,0,0,0,0.006373231,0,0.0193276554,0.7176885217,0.0138712365,SRB
Sierra Leone,1494.648548339,6092075,0.39942,0.7333333333,0.3333333333,0.4068659913,3,0.2,1.5,0.06,0.8,0.05,0.051476908,1,0.0383577596,0.8,0.2,1722.3956208921,583.6602581264,0.2132186,0.04347975,1.1886588389,0.2453646445,4228.007454458,1455.7937453546,0.0064184515,0.0063615437,0.6734349004,0.7,0.64,0.64,0.8,4.88275618462568E-005,0.0037768626,0,0,0,0.0037399885,0,0.0082042548,0.6514203182,0.0053444183,SLE
Slovak Republic,25758.8626348949,5413393,0.53598,0.7333333333,0.625,0.305901886,3,0.2,1.5,0.06,0.8,0.05,0.1476085685,1,0.392997179,0.8,0.2,29419.8409868793,11114.9492269572,0.4171376,0.2975634,1.1318574521,0.4725701914,96733.878348106,34095.9318235662,0.015410357,0.0122837188,0.4414332265,0.7,0.64,0.64,0.8,0.0003169667,0.0022884248,0,0,0,0.0017589593,0,0.0044925251,0.7350457828,0.0033022117,SVK
Slovenia,27368.1720259118,2059953,0.4965,0.8666666667,0.6916666667,0.221337883,3,0.2,1.5,0.06,0.8,0.05,0.1094184334,1,0.3639895565,0.8,0.2,30881.5611097382,13314.6156906061,0.3523933,0.200224,1.041023663,0.835905348,145703.620826537,35429.7063019207,0.0308554835,0.0318981861,0.3430290881,0.7,0.8,0.8,1,0.0030121694,0.0005463512,0,0,0,0.0006159753,0,0.0073534338,0.7716844699,0.0056745307,SVN
South Africa,12454.1909220073,53157490,0.64801,0.7333333333,0.7166666667,0.4122181909,3,0.2,1.5,0.06,0.8,0.05,0.0173909766,1,0.1065964618,0.8,0.2,15186.3290555226,1525.6383879459,0.2775108,0.1365319,1.0394860837,0.842055665,37488.9786446933,1107.1776820111,0.0051464354,0.005319932,0.641600854,0.7,0.48,0.48,0.6,0.0007288525,0.0009047498,0,0,0,0.0010005175,0,0.0043104791,0.5512805247,0.0023762832,ZAF
Spain,31682.6447411771,46617825,0.79579,0.8,0.7166666667,0.1829992967,3,0.2,1.5,0.06,0.8,0.05,0.0446903297,1,0.4336614242,0.8,0.2,37460.7670758493,8570.1554024884,0.4078074,0.2691136,1.1680997727,0.327600909,206596.904890321,39261.7383905346,0.0096779307,0.0106248029,0.1,0.105,0.64,0.64,0.8,0.0001159527,0.0011684351,0,0,0,0.001292114,0,0.0007591988,0.7952579336,0.0006037589,ESP
